ID,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,Class
1096800,10,5,10,5,10,6,10,6,10,7,9,7,9,8,9,8,8,8,8,8,7,8,7,8,7,9,6,9,6,9,6,9,5,9,1
1099510,10,5,0,0,10,10,10,4,5,5,0,10,10,10,6,0,0,0,5,0,10,0,0,10,0,0,10,0,0,0,10,10,5,5,2
1100524,10,5,10,5,9,6,10,6,8,8,9,7,6,7,8,7,8,7,7,6,7,8,7,8,6,8,6,8,6,8,5,8,6,8,1
1102573,10,5,2,0,10,9,10,0,10,4,10,10,10,3,10,0,10,6,10,0,10,5,1,10,8,9,10,10,10,0,10,0,10,0,2
1103608,10,5,10,5,10,4,10,4,10,4,10,3,10,3,9,3,9,2,9,2,9,2,9,2,8,2,8,1,8,1,8,1,7,1,1
1103722,5,5,5,5,5,5,5,5,10,10,10,10,5,5,5,5,3,0,0,0,5,5,5,5,0,0,0,0,0,10,10,5,5,5,2
1105257,10,5,10,5,10,5,10,4,10,5,10,4,10,4,10,4,10,3,10,3,9,3,9,3,9,3,9,3,9,3,9,3,9,2,1
1105524,10,5,10,5,0,6,3,7,8,2,10,5,4,5,2,6,10,3,10,2,4,3,1,7,9,3,8,2,10,2,5,6,5,7,2
1106095,10,5,10,5,10,5,10,5,10,5,10,5,10,4,10,4,10,4,9,4,9,4,9,4,9,4,9,4,9,4,9,4,9,4,1
1106829,10,5,5,5,10,8,5,5,6,0,5,5,5,5,0,4,2,1,9,8,5,5,8,7,0,7,10,0,0,9,5,5,5,5,2
1108370,10,5,9,4,7,5,10,5,9,6,9,5,9,8,10,2,9,4,9,4,10,10,7,4,10,5,10,5,8,3,9,4,10,5,1
1108449,5,5,10,10,10,0,5,5,5,5,10,10,10,10,0,0,10,0,0,10,5,5,10,0,10,0,10,10,0,0,5,5,5,5,2
1110102,10,5,10,10,10,10,10,10,4,10,1,10,0,10,0,9,0,2,0,3,0,0,2,0,10,0,10,0,10,0,10,3,10,7,1
1110503,10,5,2,0,0,10,10,8,5,0,0,0,10,10,9,0,0,10,9,10,10,0,0,0,4,10,10,0,0,0,0,10,10,7,2
1110524,10,5,10,5,10,5,10,5,10,5,10,5,10,4,10,4,10,3,10,3,10,4,10,4,10,3,9,3,10,3,9,3,9,3,1
1111249,10,5,5,4,0,10,0,10,9,7,1,2,0,0,0,10,5,8,3,3,1,0,0,3,0,6,10,0,0,3,0,0,0,8,2
1112209,10,5,10,5,10,5,10,5,10,5,10,8,10,4,10,4,10,7,10,4,10,4,10,4,10,0,9,4,9,4,9,4,9,4,1
1113038,5,5,0,10,10,0,0,10,5,5,10,10,0,4,10,10,0,0,10,0,0,0,10,10,10,0,10,10,10,10,5,5,0,0,2
1113483,10,5,10,5,10,5,10,6,10,5,10,5,10,6,10,6,10,6,10,6,10,6,10,6,10,6,9,6,9,6,9,6,9,7,1
1113906,10,5,6,0,0,10,5,5,5,5,0,10,5,5,2,2,9,7,8,6,5,5,0,4,1,10,10,10,0,8,5,5,5,5,2
1115282,10,5,10,5,10,6,10,6,10,5,10,6,10,6,9,6,9,6,9,7,9,7,9,7,9,7,8,7,8,7,8,7,8,8,1
1115293,10,5,5,3,5,5,5,5,5,5,5,5,5,5,6,2,6,9,10,3,5,5,5,0,4,4,10,1,0,6,5,5,10,4,2
1116116,10,5,10,6,10,6,10,7,10,6,10,7,9,7,9,7,9,7,8,8,8,8,8,8,7,8,7,8,7,9,7,8,6,9,1
1116132,10,5,8,10,6,0,10,10,9,7,2,10,5,8,5,5,2,0,6,5,7,3,0,10,9,0,10,5,10,10,6,0,10,10,2
1116192,10,5,10,3,10,9,9,6,10,5,10,7,8,4,10,5,10,2,9,4,9,4,10,4,10,6,10,5,10,4,7,6,8,5,1
1116998,10,5,9,6,10,7,10,0,8,5,10,6,10,8,10,7,10,5,8,3,10,8,9,6,10,3,10,6,7,5,10,6,10,7,2
1117152,10,5,10,6,10,5,10,5,10,5,10,7,10,5,10,5,10,4,9,5,10,5,10,6,10,3,10,5,9,6,10,4,9,5,1
1118039,5,5,10,0,10,0,10,0,10,0,10,10,10,10,10,0,10,10,10,10,10,10,10,0,10,0,10,0,10,8,5,5,10,0,2
1120559,10,5,10,8,9,9,7,10,6,9,3,10,1,9,0,7,3,2,0,3,1,1,3,0,7,0,7,0,6,0,10,3,10,5,1
1121732,10,5,10,10,10,0,10,0,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,8,5,5,10,0,10,0,2
1121919,10,5,10,5,10,6,10,6,10,6,10,6,10,7,10,7,10,8,10,8,10,8,10,8,9,8,9,9,9,8,9,9,9,9,1
1123061,5,5,10,0,10,10,0,0,10,0,5,5,5,5,0,10,10,0,10,0,1,10,10,0,10,0,10,0,0,0,5,5,10,0,2
1124651,10,5,10,5,10,6,10,6,10,7,10,7,9,8,9,8,9,8,8,9,8,8,7,9,7,9,7,9,6,9,6,9,5,9,1
1125035,10,5,8,7,5,5,3,8,5,5,5,5,5,5,6,4,6,6,7,9,5,5,5,5,9,6,9,8,5,5,5,5,5,5,2
1126417,10,5,10,5,10,6,10,6,10,6,10,7,10,7,10,7,9,8,9,8,9,8,9,8,8,8,8,8,7,9,7,9,7,9,1
1131294,5,5,10,10,5,5,10,0,10,0,10,10,10,10,10,0,10,10,10,10,10,0,0,0,10,0,10,0,10,10,5,5,10,0,2
1132347,10,5,10,5,10,6,10,6,10,6,10,7,10,7,10,7,9,7,9,7,9,8,9,8,8,8,8,8,8,8,7,8,7,8,1
1133041,5,5,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,0,0,10,0,10,0,10,10,0,10,10,0,10,0,0,0,10,2
1133136,10,5,10,6,10,7,10,9,10,10,10,10,10,10,10,9,10,10,10,10,9,10,9,10,8,10,7,10,6,10,4,10,1,10,1
1136142,5,5,10,10,10,0,10,10,0,10,5,5,10,10,5,5,5,5,0,10,0,10,10,10,10,0,10,10,10,10,10,0,0,10,2
1137156,10,5,10,5,10,8,10,5,10,6,10,0,10,3,10,4,10,5,10,2,10,4,10,0,10,2,10,1,10,0,10,1,10,3,1
1143978,5,5,10,0,10,10,10,10,10,10,10,10,10,0,10,0,10,10,10,0,10,10,10,10,10,0,10,10,10,0,10,10,10,0,2
1143978,10,5,10,5,10,6,9,6,9,7,9,7,9,7,9,8,8,8,8,8,7,8,7,8,6,9,6,9,5,9,5,9,5,8,1
1147044,10,5,8,4,9,6,7,7,6,8,10,4,5,7,5,7,6,7,6,7,5,7,5,6,5,6,5,6,5,6,5,5,5,5,2
1147699,10,5,9,5,8,5,9,5,9,5,8,5,9,5,9,5,9,4,8,5,9,5,7,4,8,5,8,5,8,4,8,4,8,5,1
1147748,10,5,7,5,10,5,10,10,7,6,8,6,8,1,8,8,8,4,7,4,8,6,9,7,7,6,7,6,7,5,7,6,7,6,2
1148278,10,5,8,5,9,4,9,5,8,5,8,5,8,4,9,5,9,5,8,5,9,4,9,4,9,4,9,5,8,5,9,5,9,5,1
1148873,10,5,9,5,9,5,10,9,8,5,7,4,9,5,8,10,8,6,8,6,10,4,10,0,8,7,8,6,7,5,7,6,10,10,2
1152331,10,5,8,5,7,5,7,6,7,5,8,6,7,5,8,5,8,5,8,5,7,5,8,5,7,5,7,6,7,5,7,6,7,6,1
1155546,10,5,7,6,7,6,6,6,5,7,5,7,4,7,4,6,5,7,3,6,4,5,4,7,4,5,5,5,0,0,5,5,5,5,2
1156272,10,5,9,4,10,7,9,6,9,5,10,5,9,6,9,6,8,8,9,7,9,6,10,7,8,8,8,8,9,8,7,9,8,8,1
1156948,10,5,9,5,3,1,5,2,9,5,9,5,4,8,4,2,9,4,9,4,5,8,3,9,9,5,9,4,9,4,4,1,4,2,2
1157734,10,5,9,4,8,5,7,7,8,6,8,6,8,4,8,7,7,3,7,4,6,6,8,5,7,4,7,5,7,5,8,4,8,6,1
1158247,10,5,2,6,3,9,8,4,7,5,6,4,7,5,8,4,6,7,7,5,8,5,2,2,10,8,7,3,4,6,5,8,8,5,2
1160476,10,5,6,6,7,6,8,5,8,6,8,4,7,5,8,5,9,4,7,5,7,5,6,4,8,5,8,5,7,5,9,5,7,5,1
1164066,10,5,9,6,5,5,8,5,7,10,7,10,5,8,6,6,5,10,2,9,4,7,3,6,0,9,3,9,0,8,0,6,5,5,2
1165297,10,5,10,6,9,7,9,8,8,9,7,9,6,9,5,9,4,9,4,9,3,8,2,8,2,7,1,6,1,6,1,5,2,4,1
1165790,10,5,10,6,9,7,9,8,7,9,7,10,6,10,4,9,3,10,2,9,2,7,1,7,1,6,1,5,1,4,2,3,2,3,1
1165926,10,5,0,0,5,5,8,1,8,7,0,3,5,5,5,5,10,4,7,2,10,0,0,0,10,2,0,0,0,0,10,0,5,5,2
1166630,10,5,9,5,9,5,9,5,8,5,8,7,9,5,9,5,9,5,8,5,9,6,8,6,8,6,8,6,8,6,8,6,8,6,1
1166654,10,5,10,0,5,5,9,0,9,8,3,0,5,5,5,5,9,1,9,2,5,5,6,0,0,0,0,0,10,0,10,0,5,5,2
1167439,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,4,10,4,10,4,10,4,10,4,10,4,10,4,10,4,10,4,9,4,1
1167471,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,0,5,5,5,5,5,5,2
1168359,10,5,10,4,8,4,10,4,10,5,10,5,9,4,10,3,10,4,10,4,10,4,10,3,10,4,9,3,9,4,9,3,8,3,1
1168736,10,5,6,3,5,5,8,0,7,10,8,5,7,1,5,5,8,3,7,1,5,5,5,5,6,6,10,4,5,3,6,1,5,5,2
1169049,10,5,10,3,10,5,10,1,10,8,10,4,10,4,10,4,10,4,10,4,10,4,10,4,10,4,10,3,10,3,10,3,10,3,1
1170419,10,5,5,5,5,5,5,5,5,5,8,10,5,5,5,5,7,1,8,0,5,5,5,5,5,5,10,6,5,5,5,5,5,5,2
1170420,10,5,10,5,9,4,9,4,10,5,10,5,9,5,9,4,10,4,10,5,9,5,9,5,10,4,9,4,10,4,9,4,9,4,1
1171710,10,5,6,6,5,5,5,5,8,9,7,10,5,5,5,5,7,0,7,0,5,5,5,5,3,0,10,0,8,4,5,5,5,5,2
1171710,10,5,10,2,10,1,9,0,10,3,10,4,8,1,10,2,10,1,9,1,10,0,9,1,8,1,8,1,9,0,10,0,7,1,1
1171795,10,5,8,2,5,5,5,5,9,10,10,4,5,5,5,5,8,4,9,0,10,0,5,5,5,5,10,0,4,0,5,5,5,5,2
1171845,10,5,9,6,9,7,8,8,8,8,7,9,6,9,5,9,4,9,3,8,3,8,2,7,2,6,2,5,2,5,2,4,3,3,1
1172152,10,5,7,2,5,5,10,0,10,10,7,8,5,5,5,5,8,4,9,0,5,5,5,5,6,8,10,6,5,5,5,5,5,5,2
1173216,10,5,10,6,10,8,9,9,7,9,6,10,5,9,4,10,3,9,2,8,2,7,1,6,1,5,1,4,2,4,2,3,3,2,1
1173235,10,5,10,9,1,10,3,8,5,6,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2
1173347,10,5,6,5,7,5,6,6,6,5,7,5,7,5,7,5,6,4,7,5,7,5,6,4,7,5,6,5,6,5,6,5,6,5,1
1173347,10,5,10,4,10,5,8,5,8,5,9,5,9,5,8,4,6,4,8,4,8,5,10,4,7,3,8,4,7,5,6,3,7,5,2
1173509,10,5,10,5,9,5,9,5,9,5,8,5,9,5,9,5,8,6,8,6,9,6,8,6,9,6,8,6,8,5,8,6,8,6,1
1173514,10,5,7,8,1,6,4,1,8,5,9,7,2,7,3,2,7,6,8,5,2,7,3,3,7,9,8,7,8,7,2,4,6,2,2
1173681,10,5,9,5,10,5,10,5,9,5,9,5,10,5,10,4,9,5,9,5,10,4,10,4,9,5,10,4,9,4,10,4,10,3,1
1174057,10,5,7,4,8,4,6,2,7,5,6,5,6,6,7,3,6,5,7,5,6,7,8,6,7,6,7,5,7,5,6,3,6,4,2
1174057,10,5,10,0,10,9,7,5,8,5,10,5,7,5,8,5,10,5,8,5,8,5,10,5,10,9,10,5,10,0,10,7,7,4,1
1174131,10,5,9,9,1,4,7,4,7,4,2,6,7,5,6,5,3,8,6,5,7,5,6,4,2,4,6,2,10,5,2,5,6,5,2
1174428,10,5,7,5,8,4,7,5,7,5,7,5,6,6,8,5,7,4,7,4,7,5,6,6,7,4,7,4,7,5,8,3,7,5,1
1175937,10,5,10,10,5,5,5,5,5,5,7,1,2,7,0,6,8,10,5,5,5,5,8,6,0,0,10,0,10,10,5,5,5,5,2
1176406,10,5,10,5,10,6,10,6,9,3,10,8,9,7,9,7,8,7,10,8,8,7,7,7,7,7,7,7,10,10,6,7,6,7,1
1176881,10,5,8,7,9,9,9,9,9,4,10,5,10,1,10,9,10,5,9,6,10,2,9,1,6,3,10,6,8,7,9,9,9,8,2
1177027,10,5,10,6,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,4,10,5,10,5,10,4,10,5,1
1177399,10,5,5,5,3,9,5,5,8,0,10,7,4,2,3,8,10,6,5,5,5,5,4,0,5,5,10,0,5,5,5,8,5,5,2
1177512,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,1
1178580,10,5,5,5,10,4,6,5,5,5,10,5,10,4,10,5,10,4,5,5,10,4,10,3,5,5,10,4,5,5,10,4,6,4,2
1179818,10,5,8,5,7,5,8,5,6,6,7,5,6,5,6,5,7,5,7,5,6,6,6,5,6,5,6,5,6,5,6,5,6,5,1
1180194,10,5,10,10,10,0,5,5,5,5,10,10,10,0,10,10,10,0,5,5,5,5,10,4,5,5,10,0,10,10,10,0,5,5,2
1180523,10,5,7,6,7,6,7,6,7,7,7,8,6,8,5,8,5,8,4,8,4,7,4,7,2,6,3,6,2,6,3,5,4,4,1
1180831,10,5,5,5,10,0,5,5,5,5,10,10,10,4,10,6,10,0,5,5,5,5,10,10,5,5,10,0,5,5,10,0,5,5,2
1181356,10,5,9,7,10,7,9,8,7,9,6,9,5,9,4,9,3,8,3,7,1,7,1,5,1,4,2,4,2,3,3,2,4,2,1
1182404,10,5,0,6,6,6,1,1,3,9,0,10,1,7,1,5,0,1,2,2,5,1,10,0,0,3,9,5,0,5,6,5,3,3,2
1182410,10,5,6,5,8,5,7,4,7,6,8,5,9,5,9,5,8,6,7,5,7,6,9,5,6,6,7,5,7,5,7,5,7,5,1
1183240,10,5,4,7,4,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2
1183246,10,5,10,3,8,6,8,4,9,6,10,4,8,5,8,5,7,4,9,4,8,5,9,6,7,4,8,4,8,4,9,2,8,4,1
1183516,10,5,10,5,0,3,0,5,10,5,10,5,0,6,0,5,10,5,10,5,0,6,0,7,10,5,9,6,10,5,0,4,0,3,2
1183911,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,1
1183983,10,5,10,5,10,0,8,4,7,4,10,4,6,4,10,3,10,3,10,3,5,4,10,2,10,4,10,2,10,4,10,2,10,2,2
1184184,10,5,7,4,6,4,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
1184241,10,5,8,5,9,5,8,5,8,4,8,4,8,4,8,5,8,4,8,4,8,4,8,4,7,4,8,4,8,3,7,4,7,4,2
1184840,10,5,6,6,7,6,6,6,5,6,5,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
1185609,10,5,2,6,5,5,5,5,8,5,6,5,5,5,5,5,6,4,7,3,5,5,5,5,5,3,5,5,1,5,5,5,5,5,2
1185610,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,1
1187457,10,5,9,5,10,5,10,10,10,5,9,5,10,6,10,10,9,5,10,6,10,8,10,0,9,5,10,9,9,5,10,9,10,10,2
1187805,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,9,5,10,5,10,5,1
1188472,10,5,4,6,6,6,6,7,7,7,7,3,5,6,5,6,5,6,3,7,3,5,6,7,2,4,7,4,3,6,4,3,7,5,2
1189266,10,5,8,5,8,5,9,5,9,5,8,5,9,5,9,5,9,6,8,6,9,5,9,5,8,6,8,6,8,6,8,6,8,6,1
1189286,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,2
1190394,10,5,10,6,9,8,7,9,5,9,4,9,3,8,1,7,2,5,2,4,2,3,3,2,5,2,6,2,7,3,7,4,8,5,1
1190485,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2
1192325,10,5,9,5,9,5,9,5,9,5,9,5,9,5,9,5,9,5,9,5,9,5,9,5,9,5,9,5,9,5,9,5,9,5,1
1193091,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2
1193210,10,5,7,6,7,7,6,7,5,7,5,8,3,7,3,7,2,5,3,4,4,4,4,3,4,5,5,3,6,4,6,4,6,5,1
1193683,10,5,5,5,6,5,6,5,6,5,6,5,6,5,6,4,6,5,6,5,6,5,6,5,6,4,5,5,6,5,5,5,6,5,2
1196295,10,5,10,7,7,8,6,9,2,8,1,7,1,5,2,3,3,2,4,2,7,2,9,3,9,5,8,7,7,8,5,8,4,8,1
1196915,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2
1197080,10,5,9,5,9,5,9,5,9,5,9,6,9,5,9,5,9,5,9,4,9,5,10,5,9,5,9,5,9,5,9,5,9,5,1
1197270,10,5,10,0,10,10,0,10,10,0,10,0,0,0,0,10,10,10,10,10,0,10,10,0,10,0,10,10,10,10,0,10,0,10,2
1197440,10,5,9,7,7,9,5,10,3,9,1,7,0,6,1,3,2,2,4,1,6,1,8,3,9,4,9,6,7,8,6,8,4,8,1
1197510,10,5,10,10,10,8,8,0,10,10,5,5,10,10,5,5,10,0,10,10,10,10,7,10,10,10,10,10,10,10,0,10,5,5,2
1197979,10,5,10,8,8,10,5,10,3,10,1,8,0,6,0,3,2,2,4,1,7,0,9,1,10,4,10,6,9,8,6,10,4,10,1
1197993,10,5,5,5,0,0,0,10,5,5,0,10,10,10,10,0,5,5,5,5,0,0,0,10,10,7,10,0,5,5,0,0,0,10,2
1198128,10,5,7,7,8,10,4,10,3,9,0,7,0,4,0,4,2,1,8,0,4,1,9,4,7,5,10,7,8,9,6,10,2,10,1
1198641,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,5,5,5,5,5,5,5,2
1199219,10,5,10,5,10,5,8,8,9,5,10,6,9,6,9,6,9,6,9,8,9,5,10,4,8,8,9,6,9,6,8,6,8,7,1
1199731,5,5,0,10,10,10,5,5,10,0,10,0,10,0,0,0,5,5,0,0,5,5,5,5,0,0,10,0,10,10,0,0,5,5,2
1199983,10,5,10,5,10,5,8,6,10,4,9,4,10,4,9,5,9,5,10,4,9,4,8,4,8,5,10,5,10,6,9,4,10,5,1
1200772,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,10,9,5,5,5,5,0,10,5,5,10,0,0,0,10,10,5,5,2
1200847,10,5,10,7,10,3,10,5,10,5,10,5,10,4,10,4,10,5,10,5,10,3,10,5,10,5,10,5,10,7,10,4,10,4,1
1200892,10,5,8,2,5,5,5,5,7,6,7,7,5,8,7,7,2,7,6,4,5,2,2,6,6,4,6,2,7,6,6,5,6,3,2
1200952,10,5,10,6,10,6,10,7,10,5,10,6,10,6,10,7,10,5,10,4,10,7,10,7,10,4,10,6,10,5,10,7,10,6,1
1201834,10,5,5,5,0,2,10,8,5,4,0,3,6,2,10,0,5,5,9,5,4,10,6,1,5,5,4,3,4,3,9,10,2,7,2
1201936,10,5,10,6,9,4,9,6,9,5,10,5,9,6,9,5,9,5,10,5,8,5,9,6,9,4,9,5,10,6,9,5,9,5,1
1202125,10,5,6,4,5,5,5,5,5,5,5,5,6,4,5,5,5,5,5,5,5,5,5,5,5,5,6,4,6,5,5,5,6,6,2
1202812,10,5,10,5,10,4,10,4,10,3,10,3,9,3,10,3,9,2,8,2,9,1,8,1,8,0,7,1,7,1,6,1,6,1,1
1203096,10,5,10,10,0,10,0,1,7,6,7,5,6,5,7,7,9,5,6,8,5,5,4,4,10,2,10,0,10,4,7,6,9,5,2
1204242,10,5,10,6,10,5,9,3,9,4,9,4,9,3,9,3,7,2,7,2,8,3,8,3,6,2,6,3,6,3,6,2,6,3,1
1204898,5,5,0,10,10,0,5,5,5,5,10,0,10,10,5,5,10,0,5,5,5,5,10,10,0,10,10,0,0,10,0,0,5,5,2
1205138,10,5,10,4,10,4,9,4,9,4,9,4,9,3,8,3,7,1,6,1,7,2,7,2,6,2,5,2,5,2,5,2,5,3,1
1205579,10,5,0,0,2,10,10,0,10,8,5,5,6,0,10,10,5,5,10,10,10,10,5,5,1,10,7,0,10,0,8,0,7,10,2
1206089,10,5,9,7,8,9,5,10,3,9,1,8,0,6,1,4,2,2,4,1,6,1,8,2,9,4,9,5,8,7,7,8,5,8,1
